name,type,category,display_name,visibility,access_mode,description,min,max,inc,enum_values
FileAccessOffsetMaxInq_RegAddr,Integer,,FileAccessOffsetMaxInq_RegAddr,,,,,,,
FileAccessOffsetMinInq_Reg,IntReg,,FileAccessOffsetMinInq_Reg,,RO,,,,,
FileAccessOffsetMinInq_RegAddr,Integer,,FileAccessOffsetMinInq_RegAddr,,,,,,,
FileAccessOffset_Reg,IntReg,,FileAccessOffset_Reg,,RW,,,,,
FileAccessOffset_RegAddr,Integer,,FileAccessOffset_RegAddr,,,,,,,
FileOpenModeInq_RegAddr,Integer,,FileOpenModeInq_RegAddr,,,,,,,
FileOpenMode_RO_InqAvailable,MaskedIntReg,,FileOpenMode_RO_InqAvailable,,RO,,,,,
FileOpenMode_RW_InqAvailable,MaskedIntReg,,FileOpenMode_RW_InqAvailable,,RO,,,,,
FileOpenMode_Reg,IntReg,,FileOpenMode_Reg,,RW,,,,,
FileOpenMode_RegAddr,Integer,,FileOpenMode_RegAddr,,,,,,,
FileOpenMode_WO_InqAvailable,MaskedIntReg,,FileOpenMode_WO_InqAvailable,,RO,,,,,
FileOperationExecute_Reg,IntReg,,FileOperationExecute_Reg,,WO,,,,,
FileOperationExecute_RegAddr,Integer,,FileOperationExecute_RegAddr,,,,,,,
FileOperationResult_Reg,IntReg,,FileOperationResult_Reg,,RO,,,,,
FileOperationResult_RegAddr,Integer,,FileOperationResult_RegAddr,,,,,,,
FileOperationSelectorInq_RegAddr,Integer,,FileOperationSelectorInq_RegAddr,,,,,,,
FileOperationSelectorRegOffsetAddress,IntSwissKnife,,FileOperationSelectorRegOffsetAddress,,,,,,,
FileOperationSelector_Close_InqAvailable,MaskedIntReg,,FileOperationSelector_Close_InqAvailable,,RO,,,,,
FileOperationSelector_Delete_InqAvailable,MaskedIntReg,,FileOperationSelector_Delete_InqAvailable,,RO,,,,,
FileOperationSelector_Int,IntConverter,,FileOperationSelector_Int,,,,,,,
FileOperationSelector_Open_InqAvailable,MaskedIntReg,,FileOperationSelector_Open_InqAvailable,,RO,,,,,
FileOperationSelector_Read_InqAvailable,MaskedIntReg,,FileOperationSelector_Read_InqAvailable,,RO,,,,,
FileOperationSelector_Val,Integer,,FileOperationSelector_Val,,,,,,,
FileOperationSelector_Write_InqAvailable,MaskedIntReg,,FileOperationSelector_Write_InqAvailable,,RO,,,,,
FileOperationStatusInq_RegAddr,Integer,,FileOperationStatusInq_RegAddr,,,,,,,
FileOperationStatus_Reg,IntReg,,FileOperationStatus_Reg,,RO,,,,,
FileOperationStatus_RegAddr,Integer,,FileOperationStatus_RegAddr,,,,,,,
FileSelectorInq_RegAddr,Integer,,FileSelectorInq_RegAddr,,,,,,,
FileSelectorRegOffsetAddress,IntSwissKnife,,FileSelectorRegOffsetAddress,,,,,,,
FileSelector_Int,Integer,,FileSelector_Int,,,,,,,
FileSize_Reg,MaskedIntReg,,FileSize_Reg,,RO,,,,,
FileSize_RegAddr,Integer,,FileSize_RegAddr,,,,,,,
FindMe_Reg,IntReg,,FindMe_Reg,,WO,,,,,
FindMe_RegAddr,Integer,,FindMe_RegAddr,,,,,,,
FpsUnit,Integer,,Fps Unit,Beginner,RO,,,,,
FpsUnit_Reg,IntReg,,FpsUnit_Reg,,RO,,,,,
FrameRateControlInq_RegAddr,Integer,,FrameRateControlInq_RegAddr,,,,,,,
FrameSpecInfoInq_RegAddr,Integer,,FrameSpecInfoInq_RegAddr,,,,,,,
FrameSpecInfoSelector_Int,Integer,,FrameSpecInfoSelector_Int,,,,,,,
FrameSpecInfo_Bit,IntConverter,,FrameSpecInfo_Bit,,,,,,,
FrameSpecInfo_Reg,IntReg,,FrameSpecInfo_Reg,,RW,,,,,
FrameSpecInfo_RegAddr,Integer,,FrameSpecInfo_RegAddr,,,,,,,
FrameTimeoutEnable_Reg,IntReg,,FrameTimeoutEnable_Reg,,RW,,,,,
FrameTimeoutEnable_RegAddr,Integer,,FrameTimeoutEnable_RegAddr,,,,,,,
FrameTimeoutTimeIncInq_Reg,IntReg,,FrameTimeoutTimeIncInq_Reg,,RO,,,,,
FrameTimeoutTimeIncInq_RegAddr,Integer,,FrameTimeoutTimeIncInq_RegAddr,,,,,,,
FrameTimeoutTimeMaxInq_Reg,IntReg,,FrameTimeoutTimeMaxInq_Reg,,RO,,,,,
FrameTimeoutTimeMaxInq_RegAddr,Integer,,FrameTimeoutTimeMaxInq_RegAddr,,,,,,,
FrameTimeoutTimeMinInq_Reg,IntReg,,FrameTimeoutTimeMinInq_Reg,,RO,,,,,
FrameTimeoutTimeMinInq_RegAddr,Integer,,FrameTimeoutTimeMinInq_RegAddr,,,,,,,
FrameTimeoutTime_Reg,IntReg,,FrameTimeoutTime_Reg,,RW,,,,,
FrameTimeoutTime_RegAddr,Integer,,FrameTimeoutTime_RegAddr,,,,,,,
FrequencyConverterInq_RegAddr,Integer,,FrequencyConverterInq_RegAddr,,,,,,,
GEV_BOOTSTRAP_TimestampControl,IntReg,,GEV_BOOTSTRAP_TimestampControl,Invisible,WO,Used to latch the current timestamp value. No need to clear to 0.,,,,
GEV_BOOTSTRAP_TimestampValueLatchedHigh,MaskedIntReg,,GEV_BOOTSTRAP_TimestampValueLatchedHigh,Invisible,RO,Latched value of the timestamp (most significant bytes),,,,
GEV_BOOTSTRAP_TimestampValueLatchedLow,MaskedIntReg,,GEV_BOOTSTRAP_TimestampValueLatchedLow,Invisible,RO,Latched value of the timestamp (least significant bytes),,,,
GPIOImplemented_Int,IntSwissKnife,,GPIOImplemented_Int,,,,,,,
GPIOPinPresInq_Bit,Integer,,GPIOPinPresInq_Bit,,,,,,,
GainAbsMaxInq_Float,SwissKnife,,GainAbsMaxInq_Float,,,,,,,
GainAbsMaxInq_Reg,IntReg,,GainAbsMaxInq_Reg,,RO,,,,,
GainAbsMaxInq_RegAddr,Integer,,GainAbsMaxInq_RegAddr,,,,,,,
GainAbsMinInq_Float,SwissKnife,,GainAbsMinInq_Float,,,,,,,
GainAbsMinInq_Reg,IntReg,,GainAbsMinInq_Reg,,RO,,,,,
GainAbsMinInq_RegAddr,Integer,,GainAbsMinInq_RegAddr,,,,,,,
GainAbsVal_Float,Converter,,GainAbsVal_Float,,,,,,,
GainAbsVal_Reg,IntReg,,GainAbsVal_Reg,,RW,,,,,
GainAbsVal_RegAddr,Integer,,GainAbsVal_RegAddr,,,,,,,
GainAutoLocked_Int,IntSwissKnife,,GainAutoLocked_Int,,,,,,,
GainCtrl_Int,IntConverter,,GainCtrl_Int,,,,,,,
GainCtrl_Reg,IntReg,,GainCtrl_Reg,,RW,,,,,
GainCtrl_RegAddr,Integer,,GainCtrl_RegAddr,,,,,,,
GainInq_RegAddr,Integer,,GainInq_RegAddr,,,,,,,
GainManualCtrlLockedInq_Int,IntSwissKnife,,GainManualCtrlLockedInq_Int,,,,,,,
GainRaw,Float,,Gain Raw(dB),,,Gain applied to the image in dB.,,,,
GainShutPrior_Int,IntConverter,,GainShutPrior_Int,,,,,,,
GainShutPrior_Reg,IntReg,,GainShutPrior_Reg,,RW,,,,,
GainShutPrior_RegAddr,Integer,,GainShutPrior_RegAddr,,,,,,,
GainValOffset,Integer,,GainValOffset,,,,,,,
GainValueInq0_RegAddr,Integer,,GainValueInq0_RegAddr,,,,,,,
Gain_Int,Integer,,Gain_Int,,,,GainAbsMinInq_Reg,GainAbsMaxInq_Reg,,
GammaAbsMaxInq_Float,SwissKnife,,GammaAbsMaxInq_Float,,,,,,,
GammaAbsMaxInq_Reg,IntReg,,GammaAbsMaxInq_Reg,,RO,,,,,
GammaAbsMaxInq_RegAddr,Integer,,GammaAbsMaxInq_RegAddr,,,,,,,
GammaAbsMinInq_Float,SwissKnife,,GammaAbsMinInq_Float,,,,,,,
GammaAbsMinInq_Reg,IntReg,,GammaAbsMinInq_Reg,,RO,,,,,
GammaAbsMinInq_RegAddr,Integer,,GammaAbsMinInq_RegAddr,,,,,,,
GammaAbsVal_Float,Converter,,GammaAbsVal_Float,,,,,,,
GammaAbsVal_Int,IntConverter,,GammaAbsVal_Int,,,,,,,
GammaAbsVal_Reg,IntReg,,GammaAbsVal_Reg,,RW,,,,,
GammaAbsVal_RegAddr,Integer,,GammaAbsVal_RegAddr,,,,,,,
GammaCtrl_Reg,IntReg,,GammaCtrl_Reg,,RW,,,,,
GammaCtrl_RegAddr,Integer,,GammaCtrl_RegAddr,,,,,,,
GammaImplemented_Int,IntSwissKnife,,GammaImplemented_Int,,,,,,,
GammaInq_RegAddr,Integer,,GammaInq_RegAddr,,,,,,,
GammaLocked_Int,IntSwissKnife,,GammaLocked_Int,,,,,,,
GammaSelector_Inq_Bit,IntSwissKnife,,GammaSelector_Inq_Bit,,,,,,,
GammaSelector_Int,IntConverter,,GammaSelector_Int,,,,,,,
Gamma_Range_Int,Integer,,Gamma_Range_Int,,,,GammaAbsMinInq_Reg,GammaAbsMaxInq_Reg,,
GevCCP_Reg,MaskedIntReg,,GevCCP_Reg,Invisible,RW,Control Channel Privilege register.,,,,
GevCapability_Reg,IntReg,,GevCapability_Reg,Invisible,RO,,,,,
GevConfiguration_Reg,IntReg,,GevConfiguration_Reg,Invisible,RW,,,,,
GevCurrentDefaultGatewayVal_Reg,MaskedIntReg,,GevCurrentDefaultGatewayVal_Reg,Invisible,RO,Current IP Address of this device,,,,
GevCurrentIPAddressVal_Reg,MaskedIntReg,,GevCurrentIPAddressVal_Reg,Invisible,RO,Current IP Address of this device,,,,
GevCurrentSubnetMaskVal_Reg,MaskedIntReg,,GevCurrentSubnetMaskVal_Reg,Invisible,RO,Current IP Address of this device,,,,
GevGVCPExtendedStatusCodes,Boolean,,Gev GVCP Extended Status Codes,Guru,RW,Enables the generation of extended status codes.,,,,
GevGVCPExtendedStatusCodesSelector,Enumeration,,Gev GVCP Extended Status Codes Selector,Guru,RW,Selects the GigE Vision version to control extended status codes for.,,,,
GevGVCPExtendedStatusCodesSelector_Int,Integer,,GevGVCPExtendedStatusCodesSelector_Int,,,,,,,
GevGVCPExtendedStatusCodes_Bit,IntConverter,,GevGVCPExtendedStatusCodes_Bit,,,,,,,
GevGVCPPendingTimeout_Reg,IntReg,,GevGVCPPendingTimeout_Reg,Invisible,RO,,,,,
GevHeartbeatDisabled_Bit_Not,IntConverter,,GevHeartbeatDisabled_Bit_Not,,,,,,,
GevHeartbeatTimeoutVal_Reg,IntReg,,GevHeartbeatTimeoutVal_Reg,Invisible,RW,,,,,
GevIEEE1588ClockAccuracy,Enumeration,,Gev IEEE 1588 Clock Accuracy,Expert,RW,"Indicates the expected accuracy of the device clock when it is the grandmaster, or in the event it becomes the grandmaster.",,,,
GevInterfaceIndexMax_Int,IntSwissKnife,,GevInterfaceIndexMax_Int,,,,,,,
GevInterfaceSelectorAddrOffset,IntSwissKnife,,GevInterfaceSelectorAddrOffset,,,,,,,
GevInterfaceSelectorAddrOffsetFirst,IntSwissKnife,,GevInterfaceSelectorAddrOffsetFirst,,,,,,,
GevInterfaceSelectorLocked_Int,IntSwissKnife,,GevInterfaceSelectorLocked_Int,,,,,,,
GevLinkSpeedVal_Reg,MaskedIntReg,,GevLinkSpeedVal_Reg,Invisible,RO,This register stores the Link Speed of the network interface.,,,,
GevMACAddrHigh_Reg,IntReg,,GevMACAddrHigh_Reg,,RO,,,,,
GevMACAddrLow_Reg,IntReg,,GevMACAddrLow_Reg,,RO,,,,,
GevMACAddr_Int,IntSwissKnife,,GevMACAddr_Int,,,,,,,
GevMCDAReg,IntReg,,GevMCDAReg,,RW,,,,,
GevMCPHostPortReg,MaskedIntReg,,GevMCPHostPortReg,,RW,,,,,
GevMCRCReg,IntReg,,GevMCRCReg,,RW,,,,,
GevMCSPReg,MaskedIntReg,,GevMCSPReg,,RO,,,,,
GevMCTTReg,IntReg,,GevMCTTReg,,RW,,,,,
GevMessageChannelCount_Reg,IntReg,,GevMessageChannelCount_Reg,,RO,,,,,
GevNumberOfInterfaces_Reg,IntReg,,GevNumberOfInterfaces_Reg,,RO,,,,,
GevPAUSEFrameReception_Reg,MaskedIntReg,,GevPAUSEFrameReception_Reg,,RW,,,,,
GevPersistentDefaultGatewayVal_Reg,MaskedIntReg,,GevPersistentDefaultGatewayVal_Reg,Invisible,RW,Current IP Address of this device,,,,
GevPersistentIPAddressVal_Reg,MaskedIntReg,,GevPersistentIPAddressVal_Reg,Invisible,RW,Current IP Address of this device,,,,
GevPersistentSubnetMaskVal_Reg,MaskedIntReg,,GevPersistentSubnetMaskVal_Reg,Invisible,RW,Current IP Address of this device,,,,
GevSCDA_Reg,IntReg,,GevSCDA_Reg,,RW,,,,,
GevSCPDMaxInq_RegAddr,Integer,,GevSCPDMaxInq_RegAddr,,,,,,,
GevSCPDMax_Reg,IntReg,,GevSCPDMax_Reg,Invisible,RO,,,,,
GevSCPDMinInq_RegAddr,Integer,,GevSCPDMinInq_RegAddr,,,,,,,
GevSCPDMin_Reg,IntReg,,GevSCPDMin_Reg,Invisible,RO,,,,,
GevSCPDVal_Reg,IntReg,,GevSCPDVal_Reg,Invisible,RW,,,,,
GevSCPSIncInq_RegAddr,Integer,,GevSCPSIncInq_RegAddr,,,,,,,
GevSCPSInc_Reg,IntReg,,GevSCPSInc_Reg,Invisible,RO,,,,,
GevSCPSMaxInq_RegAddr,Integer,,GevSCPSMaxInq_RegAddr,,,,,,,
GevSCPSMax_Reg,IntReg,,GevSCPSMax_Reg,Invisible,RO,,,,,
GevSCPSMinInq_RegAddr,Integer,,GevSCPSMinInq_RegAddr,,,,,,,
GevSCPSMin_Reg,IntReg,,GevSCPSMin_Reg,Invisible,RO,,,,,
GevSCPSPacketSizeVal_INT,IntReg,,GevSCPSPacketSizeVal_INT,Invisible,RW,,,,,
GevSCPSPacketSizeVal_Reg,IntConverter,,GevSCPSPacketSizeVal_Reg,,,,,,,
GevSCSP_Reg,IntReg,,GevSCSP_Reg,,RO,,,,,
GevStreamChanIndexMax_Int,IntSwissKnife,,GevStreamChanIndexMax_Int,,,,,,,
GevStreamChanRegOffset,IntSwissKnife,,GevStreamChanRegOffset,,,,,,,
GevStreamChannelCount_Reg,IntReg,,GevStreamChannelCount_Reg,,RO,,,,,
GevSupportedOption_Bit,IntSwissKnife,,GevSupportedOption_Bit,,,,,,,
GevSupportedOption_Int,Integer,,GevSupportedOption_Int,,,,,,,
GevTimestampValue_ValueFao,IntSwissKnife,,GevTimestampValue_ValueFao,,,,,,,
HBAbnormalMonitor_Reg,IntReg,,HBAbnormalMonitor_Reg,,RO,,,,,
HBAbnormalMonitor_RegAddr,Integer,,HBAbnormalMonitor_RegAddr,,,,,,,
HBVersion_RegAddr,Integer,,HBVersion_RegAddr,,,,,,,
HB_Mode_Ctrl_By_Fmt_Avail,IntSwissKnife,,HB_Mode_Ctrl_By_Fmt_Avail,,,,,,,
HDREnable_Reg,IntReg,,HDREnable_Reg,,RW,,,,,
HDREnable_RegAddr,Integer,,HDREnable_RegAddr,,,,,,,
HDRExpTimeMaxInq_Reg,IntReg,,HDRExpTimeMaxInq_Reg,,RO,,,,,
HDRExpTimeMaxInq_RegAddr,Integer,,HDRExpTimeMaxInq_RegAddr,,,,,,,
HDRExpTimeMinInq_Reg,IntReg,,HDRExpTimeMinInq_Reg,,RO,,,,,
HDRExpTimeMinInq_RegAddr,Integer,,HDRExpTimeMinInq_RegAddr,,,,,,,
HDRGain_Int,Integer,,HDRGain_Int,,,,GainAbsMinInq_Reg,GainAbsMaxInq_Reg,,
HDRGain_Reg,IntReg,,HDRGain_Reg,,RW,,,,,
HDRGain_RegAddr,Integer,,HDRGain_RegAddr,,,,,,,
HDRGain_Reg_Float,Converter,,HDRGain_Reg_Float,,,,,,,
HDRRegOffsetAddress,IntSwissKnife,,HDRRegOffsetAddress,,,,,,,
HDRShutter_Reg,IntReg,,HDRShutter_Reg,,RW,,,,,
HDRShutter_RegAddr,Integer,,HDRShutter_RegAddr,,,,,,,
HDR_Exp_Max_Int,IntSwissKnife,,HDR_Exp_Max_Int,,,,,,,
HDR_Exp_Min_Int,IntSwissKnife,,HDR_Exp_Min_Int,,,,,,,
HOunit_RegAddr,Integer,,HOunit_RegAddr,,,,,,,
HardwareTriggerActivation_Reg,IntReg,,HardwareTriggerActivation_Reg,,RW,,,,,
HardwareTriggerActivation_RegAddr,Integer,,HardwareTriggerActivation_RegAddr,,,,,,,
HardwareTriggerSource_Line1_Reg,IntReg,,HardwareTriggerSource_Line1_Reg,,RW,,,,,
HardwareTriggerSource_Reg,IntReg,,HardwareTriggerSource_Reg,,RW,,,,,
HardwareTriggerSource_RegAddr,Integer,,HardwareTriggerSource_RegAddr,,,,,,,
HeartbeatTimeout_Max,Integer,,HeartbeatTimeout_Max,,,,,,,
HeartbeatTimeout_Max_Float,SwissKnife,,HeartbeatTimeout_Max_Float,,,,,,,
HeartbeatTimeout_Min,Integer,,HeartbeatTimeout_Min,,,,,,,
HeartbeatTimeout_Min_Float,SwissKnife,,HeartbeatTimeout_Min_Float,,,,,,,
HeightInc_Int,IntSwissKnife,,HeightInc_Int,,,,,,,
HeightMax_Int,IntSwissKnife,,HeightMax_Int,,,,,,,
HeightMax_Reg,IntReg,,HeightMax_Reg,,RO,,,,,
HeightMax_RegAddr,Integer,,HeightMax_RegAddr,,,,,,,
HeightMin_Int,IntSwissKnife,,HeightMin_Int,,,,,,,
HeightMin_Reg,IntReg,,HeightMin_Reg,,RO,,,,,
HeightMin_RegAddr,Integer,,HeightMin_RegAddr,,,,,,,
Height_Reg,IntReg,,Height_Reg,,RW,,,,,
Height_RegAddr,Integer,,Height_RegAddr,,,,,,,
Hposunit_Reg,IntReg,,Hposunit_Reg,,RO,,,,,
HueAbsMaxInq_Reg,IntReg,,HueAbsMaxInq_Reg,,RO,,,,,
HueAbsMaxInq_RegAddr,Integer,,HueAbsMaxInq_RegAddr,,,,,,,
HueAbsMinInq_Reg,IntReg,,HueAbsMinInq_Reg,,RO,,,,,
HueAbsMinInq_RegAddr,Integer,,HueAbsMinInq_RegAddr,,,,,,,
HueAbsVal_Reg,IntReg,,HueAbsVal_Reg,,RW,,,,,
HueAbsVal_RegAddr,Integer,,HueAbsVal_RegAddr,,,,,,,
HueAutoLocked_Int,IntSwissKnife,,HueAutoLocked_Int,,,,,,,
HueAuto_Int,IntConverter,,HueAuto_Int,,,,,,,
HueCtrl_Reg,IntReg,,HueCtrl_Reg,,RW,,,,,
HueCtrl_RegAddr,Integer,,HueCtrl_RegAddr,,,,,,,
HueEnabledImplemented_Int,IntSwissKnife,,HueEnabledImplemented_Int,,,,,,,
HueEnabled_Int,IntConverter,,HueEnabled_Int,,,,,,,
HueImplemented_Int,IntSwissKnife,,HueImplemented_Int,,,,,,,
HueInq_RegAddr,Integer,,HueInq_RegAddr,,,,,,,
HueLocked_Int,IntSwissKnife,,HueLocked_Int,,,,,,,
Hunit_Reg,IntReg,,Hunit_Reg,,RO,,,,,
Hunit_RegAddr,Integer,,Hunit_RegAddr,,,,,,,
IEEE1588Status_Reg,MaskedIntReg,,IEEE1588Status_Reg,Invisible,RO,,,,,
ISPDebugSelector_CtrlValue,Integer,,ISPDebugSelector_CtrlValue,,,,,,,
ISPDebugValue_Reg,IntReg,,ISPDebugValue_Reg,,RW,,,,,
ISPDebugValue_RegAddrOffSet,IntSwissKnife,,ISPDebugValue_RegAddrOffSet,,,,,,,
ISPawbDebugSelector_CtrlValue,Integer,,ISPawbDebugSelector_CtrlValue,,,,,,,
ISPawbDebugValue_Reg,IntReg,,ISPawbDebugValue_Reg,,RW,,,,,
ISPawbDebugValue_RegAddrOffSet,IntSwissKnife,,ISPawbDebugValue_RegAddrOffSet,,,,,,,
ImageCompressionModeLocked,IntSwissKnife,,ImageCompressionModeLocked,,,,,,,
ImageCompressionMode_Reg,IntReg,,ImageCompressionMode_Reg,,RW,,,,,
ImageCompressionMode_RegAddr,Integer,,ImageCompressionMode_RegAddr,,,,,,,
ImageCompressionQualityIncInq_Reg,IntReg,,ImageCompressionQualityIncInq_Reg,,RO,,,,,
ImageCompressionQualityIncInq_RegAddr,Integer,,ImageCompressionQualityIncInq_RegAddr,,,,,,,
ImageCompressionQualityMaxInq_Reg,IntReg,,ImageCompressionQualityMaxInq_Reg,,RO,,,,,
ImageCompressionQualityMaxInq_RegAddr,Integer,,ImageCompressionQualityMaxInq_RegAddr,,,,,,,
ImageCompressionQualityMinInq_Reg,IntReg,,ImageCompressionQualityMinInq_Reg,,RO,,,,,
ImageCompressionQualityMinInq_RegAddr,Integer,,ImageCompressionQualityMinInq_RegAddr,,,,,,,
ImageCompressionQuality_Reg,IntReg,,ImageCompressionQuality_Reg,,RW,,,,,
ImageCompressionQuality_RegAddr,Integer,,ImageCompressionQuality_RegAddr,,,,,,,
InputSource_Reg,IntReg,,InputSource_Reg,,RW,,,,,
InputSource_RegAddr,Integer,,InputSource_RegAddr,,,,,,,
IsAOIOffset_NotAvaLocked,IntSwissKnife,,IsAOIOffset_NotAvaLocked,,,,,,,
IsAnyEdge_Ava,IntSwissKnife,,IsAnyEdge_Ava,,,,,,,
IsCreateShading_ava,IntSwissKnife,,IsCreateShading_ava,,,,,,,
IsDefaultSet,IntSwissKnife,,IsDefaultSet,,,,,,,
IsEdge_Ava,IntSwissKnife,,IsEdge_Ava,,,,,,,
IsExposureModeLocked,IntSwissKnife,,IsExposureModeLocked,,,,,,,
IsFrameTimeoutEnable_Ava,IntSwissKnife,,IsFrameTimeoutEnable_Ava,,,,,,,
IsJpeg_Ava,IntSwissKnife,,IsJpeg_Ava,,,,,,,
IsJpeg_NotAva,IntSwissKnife,,IsJpeg_NotAva,,,,,,,
IsLevel_Ava,IntSwissKnife,,IsLevel_Ava,,,,,,,
IsLevel_Locked,IntSwissKnife,,IsLevel_Locked,,,,,,,
IsLineOutOrGlobalShutterOrRolling_Ava,IntSwissKnife,,IsLineOutOrGlobalShutterOrRolling_Ava,,,,,,,
IsLineOutOrGlobalShutter_Ava,IntSwissKnife,,IsLineOutOrGlobalShutter_Ava,,,,,,,
IsLineScanOrAreaScan_NotAva,IntSwissKnife,,IsLineScanOrAreaScan_NotAva,,,,,,,
IsLineScan_Ava,IntSwissKnife,,IsLineScan_Ava,,,,,,,
IsLineTriggerCacheEnable_Locked,IntSwissKnife,,IsLineTriggerCacheEnable_Locked,,,,,,,
IsLineandFrame_NotAva,IntSwissKnife,,IsLineandFrame_NotAva,,,,,,,
IsMultiplier_Ava,IntSwissKnife,,IsMultiplier_Ava,,,,,,,
IsOffset_NotAvaLocked,IntSwissKnife,,IsOffset_NotAvaLocked,,,,,,,
IsPartialFrameDiscard_Ava,IntSwissKnife,,IsPartialFrameDiscard_Ava,,,,,,,
IsSingleFrameOrLine_NotAva,IntSwissKnife,,IsSingleFrameOrLine_NotAva,,,,,,,
IsSingleOrTrigger_Ava,IntSwissKnife,,IsSingleOrTrigger_Ava,,,,,,,
IsStrobeLinePreDelay_Lock,IntSwissKnife,,IsStrobeLinePreDelay_Lock,,,,,,,
Is_AWB_Color_Mode_Ava,IntSwissKnife,,Is_AWB_Color_Mode_Ava,,,,,,,
Is_Bayer,IntSwissKnife,,Is_Bayer,,,,,,,
Is_CCM_Not_Ava,IntSwissKnife,,Is_CCM_Not_Ava,,,,,,,
Is_CC_Mode_Off_Not_Ava,IntSwissKnife,,Is_CC_Mode_Off_Not_Ava,,,,,,,
Is_ChunkModeActive_Ava,IntSwissKnife,,Is_ChunkModeActive_Ava,,,,,,,
Is_Chunk_Ava,IntSwissKnife,,Is_Chunk_Ava,,,,,,,
Is_Chunk_Image_Locked,IntSwissKnife,,Is_Chunk_Image_Locked,,,,,,,
Is_Color_BG_NotAva,IntSwissKnife,,Is_Color_BG_NotAva,,,,,,,
Is_Color_GB_NotAva,IntSwissKnife,,Is_Color_GB_NotAva,,,,,,,
Is_Color_GR_NotAva,IntSwissKnife,,Is_Color_GR_NotAva,,,,,,,
Is_Color_RG_NotAva,IntSwissKnife,,Is_Color_RG_NotAva,,,,,,,
Is_Correct_V2_Ava,IntSwissKnife,,Is_Correct_V2_Ava,,,,,,,
Is_DNR_Expert_ava,IntSwissKnife,,Is_DNR_Expert_ava,,,,,,,
Is_Event_Test_Or_Overrun_Locked,IntSwissKnife,,Is_Event_Test_Or_Overrun_Locked,,,,,,,
Is_Exp_Gain_Conti_Ava,IntSwissKnife,,Is_Exp_Gain_Conti_Ava,,,,,,,
Is_Gamma_Not_Ava,IntSwissKnife,,Is_Gamma_Not_Ava,,,,,,,
Is_HDR_ON_Locked_Int,IntSwissKnife,,Is_HDR_ON_Locked_Int,,,,,,,
Is_Hardware_Trigger_Ava,IntSwissKnife,,Is_Hardware_Trigger_Ava,,,,,,,
Is_Level_NotAva,IntSwissKnife,,Is_Level_NotAva,,,,,,,
Is_LineStart_Ava,IntSwissKnife,,Is_LineStart_Ava,,,,,,,
Is_LineStart_NotAva,IntSwissKnife,,Is_LineStart_NotAva,,,,,,,
Is_Mono,IntSwissKnife,,Is_Mono,,,,,,,
Is_NR_NORMAL_ava,IntSwissKnife,,Is_NR_NORMAL_ava,,,,,,,
Is_PAUSE_Locked,IntSwissKnife,,Is_PAUSE_Locked,,,,,,,
Is_Pause_Support,IntSwissKnife,,Is_Pause_Support,,,,,,,
Is_Pixel_Mono8_or_Bayer8,IntSwissKnife,,Is_Pixel_Mono8_or_Bayer8,,,,,,,
Is_Pixel_Mono_Ava,IntSwissKnife,,Is_Pixel_Mono_Ava,,,,,,,
Is_Pixel_Mono_Or_Bayer_Ava,IntSwissKnife,,Is_Pixel_Mono_Or_Bayer_Ava,,,,,,,
Is_Read_or_write_Ava,IntSwissKnife,,Is_Read_or_write_Ava,,,,,,,
Is_ReverseY_Locked,IntSwissKnife,,Is_ReverseY_Locked,,,,,,,
Is_Sharpness_Ava,IntSwissKnife,,Is_Sharpness_Ava,,,,,,,
Is_TriggerAction_Ava,IntSwissKnife,,Is_TriggerAction_Ava,,,,,,,
Is_TriggerWidth_NotAva,IntSwissKnife,,Is_TriggerWidth_NotAva,,,,,,,
Is_Trigger_Soft_NotAva,IntSwissKnife,,Is_Trigger_Soft_NotAva,,,,,,,
JPEG_Ctrl_By_Width_Avail,IntSwissKnife,,JPEG_Ctrl_By_Width_Avail,,,,,,,
KEYI_TLParamsLocked,IntSwissKnife,,KEYI_TLParamsLocked,,,,,,,
LSCCRCEnable_Reg,IntReg,,LSCCRCEnable_Reg,,RW,,,,,
LSCCRCEnable_RegAddr,Integer,,LSCCRCEnable_RegAddr,,,,,,,
LSCSTATEnable_Reg,MaskedIntReg,,LSCSTATEnable_Reg,,RW,,,,,
LSCSTATEnable_RegAddr,Integer,,LSCSTATEnable_RegAddr,,,,,,,
LSCSTATEnable_lock,IntSwissKnife,,LSCSTATEnable_lock,,,,,,,
LUTControlInq_RegAddr,Integer,,LUTControlInq_RegAddr,,,,,,,
LUTEnable_Bit,IntConverter,,LUTEnable_Bit,,,,,,,
LUTEnable_Reg,IntReg,,LUTEnable_Reg,,RW,,,,,
LUTEnable_RegAddr,Integer,,LUTEnable_RegAddr,,,,,,,
LUTIndexIncInq_Reg,IntReg,,LUTIndexIncInq_Reg,,RO,,,,,
LUTIndexIncInq_RegAddr,Integer,,LUTIndexIncInq_RegAddr,,,,,,,
LUTIndexMaxInq_Reg,IntReg,,LUTIndexMaxInq_Reg,,RO,,,,,
LUTIndexMaxInq_RegAddr,Integer,,LUTIndexMaxInq_RegAddr,,,,,,,
LUTIndexMinInq_Reg,IntReg,,LUTIndexMinInq_Reg,,RO,,,,,
LUTIndexMinInq_RegAddr,Integer,,LUTIndexMinInq_RegAddr,,,,,,,
LUTIndex_CtrlValue,Integer,,LUTIndex_CtrlValue,,,,,,,
LUTInq_OffsetReg,IntSwissKnife,,LUTInq_OffsetReg,,,,,,,
